amount,log_amount,hour_of_day,day_of_week,is_fraud
792.7,6.676706,23,2,0
4977.83,8.51295,3,2,0
936.32,6.843025,14,4,0
3346.03,8.115829,19,3,0
4954.04,8.508161,18,4,0
443.1,6.09605,15,3,0
2051.56,7.626843,8,3,0
4780.5,8.47251,16,6,0
735.9,6.602452,16,6,0
1952.16,7.577204,18,4,0
1339.71,7.200955,18,0,0
4129.91,8.326253,12,3,0
3855.69,8.257565,8,0,0
548.6,6.309191,8,3,0
1987.09,7.59493,2,5,0
3191.69,8.068619,18,4,0
3356.25,8.118877,19,4,0
1713.58,7.446923,2,5,0
4282.85,8.362607,0,1,0
4183.99,8.33926,11,5,0
3221.53,8.077922,14,5,0
3654.53,8.203996,8,0,0
3993.95,8.292786,18,3,0
4798.81,8.476332,8,3,0
2051.44,7.626785,17,0,0
338.02,5.826059,0,2,0
3466.0,8.151045,0,0,0
1770.33,7.479486,9,6,0
4540.61,8.421037,14,4,0
4752.96,8.466733,21,2,0
3441.86,8.144058,9,6,0
4493.02,8.410503,12,3,0
2143.82,7.670811,4,2,0
3834.15,8.251964,1,1,0
2596.64,7.862359,6,4,0
3618.04,8.193964,21,0,0
2067.64,7.634647,4,2,0
2203.06,7.698056,16,4,0
2689.75,7.897575,4,4,0
4631.72,8.440899,0,2,0
1719.22,7.450207,9,0,0
3177.48,8.064158,8,1,0
4958.96,8.509153,1,5,0
3170.18,8.061859,0,4,0
1398.74,7.244042,16,4,0
793.42,6.677612,0,2,0
2158.6,7.677678,1,5,0
3082.81,8.033921,5,2,0
2941.13,7.986889,4,4,0
3163.08,8.059618,22,3,0
3998.32,8.29388,12,4,0
4440.28,8.398698,9,3,0
875.73,6.776199,1,6,0
1210.95,7.099986,14,0,0
1886.19,7.542844,8,6,1
1988.05,7.595412,22,0,0
1966.15,7.584341,6,5,0
3361.27,8.120372,10,1,0
1082.12,6.987601,17,2,0
801.96,6.688305,15,1,0
188.53,5.244547,20,1,0
4327.15,8.372895,10,0,0
898.82,6.802195,22,0,0
3375.97,8.124734,5,2,0
2879.87,7.965848,22,1,0
3524.06,8.167653,12,1,0
4746.15,8.4653,6,1,0
4601.04,8.434255,5,6,0
1605.8,7.382,8,0,0
1707.37,7.443295,11,6,0
1974.11,7.588379,23,5,0
74.1,4.318821,14,1,0
2721.3,7.909232,4,5,0
1042.42,6.950259,7,6,0
3249.22,8.086478,12,5,0
4746.46,8.465365,12,0,0
4562.82,8.425915,22,3,0
198.1,5.293807,15,4,0
1311.25,7.179499,22,4,0
4186.31,8.339814,20,5,0
3571.31,8.180968,19,0,0
3240.08,8.083662,0,2,0
3051.08,8.023579,1,6,0
3462.82,8.150127,23,0,0
3462.98,8.150173,8,3,0
668.85,6.507054,13,4,0
4013.6,8.297693,10,1,0
1764.73,7.476319,15,4,0
4451.74,8.401275,13,2,0
2551.12,7.84468,4,3,0
1364.15,7.21902,11,4,0
839.19,6.733628,20,6,0
4121.11,8.32412,22,3,0
4769.63,8.470234,23,2,0
3882.99,8.264618,7,1,0
1637.69,7.401652,3,1,0
4845.14,8.485938,23,1,0
3896.87,8.268186,10,5,0
3943.84,8.280164,6,3,0
3691.56,8.214075,19,6,0
2054.31,7.628182,8,0,0
2531.87,7.837108,3,0,0
930.36,6.836646,15,4,0
92.32,4.536034,6,5,0
4309.45,8.368798,17,3,0
1276.39,7.152574,1,3,0
774.88,6.653998,21,4,0
1215.71,7.103906,2,0,0
1628.68,7.396139,21,3,0
2075.09,7.638242,4,1,0
4862.3,8.489472,8,3,0
4225.18,8.349054,1,6,0
3224.55,8.078859,3,4,0
1582.92,7.367658,10,4,0
482.08,6.180182,5,1,0
839.6,6.734116,22,5,0
3388.16,8.128337,22,3,0
2755.13,7.921583,12,6,0
2671.45,7.890751,9,5,0
2238.41,7.713968,6,0,0
4965.27,8.510424,13,0,0
3908.0,8.271037,14,6,0
4921.89,8.501651,5,1,0
4301.67,8.366991,17,1,0
933.38,6.839883,16,2,0
3418.98,8.13739,19,4,0
2239.74,7.714561,20,0,0
3697.34,8.215639,16,5,0
1484.92,7.303789,14,3,0
4085.27,8.315388,17,2,0
3089.25,8.036007,21,4,0
1696.89,7.437142,12,2,0
3950.47,8.281843,7,4,0
1381.03,7.231309,9,1,0
1387.82,7.23621,11,2,0
2496.45,7.823025,11,0,0
468.63,6.151945,16,5,0
499.31,6.215228,3,6,0
1899.32,7.549778,3,4,0
3048.35,8.022684,5,1,0
3559.27,8.177592,18,0,0
3135.06,8.050723,0,1,0
1084.86,6.990128,4,4,0
1949.02,7.575595,4,6,0
3079.63,8.032889,8,2,0
4177.95,8.337815,23,0,0
574.22,6.354753,2,6,0
1620.38,7.391033,3,4,0
4393.96,8.388214,16,6,0
1638.64,7.402232,11,6,0
626.78,6.44219,19,3,0
279.25,5.635682,8,4,0
2477.96,7.815594,2,0,0
580.81,6.366144,22,6,0
4494.52,8.410837,14,4,0
4391.14,8.387572,3,4,0
3481.38,8.155471,18,5,0
4897.77,8.496739,12,6,0
281.95,5.64527,21,2,0
3011.69,8.010589,7,6,0
4087.02,8.315816,9,4,0
4920.26,8.50132,2,5,0
1402.57,7.246774,3,3,0
3030.18,8.016707,0,3,0
2757.07,7.922286,7,5,0
1280.79,7.156013,10,1,0
1560.79,7.353588,3,6,0
1997.61,7.600207,21,2,0
3832.09,8.251427,17,4,0
3094.57,8.037727,2,4,0
3578.53,8.182987,21,2,0
2164.51,7.680411,13,2,0
167.51,5.126995,2,3,0
1388.57,7.23675,19,2,0
3224.29,8.078778,7,0,0
2646.18,7.88125,20,0,0
2569.87,7.852,2,3,0
1790.8,7.490976,5,0,0
4866.24,8.490282,23,2,0
1898.93,7.549572,9,6,0
4403.57,8.390398,12,2,0
2005.45,7.604122,18,1,0
246.51,5.511451,12,3,0
414.06,6.028423,20,4,0
2937.23,7.985563,20,5,0
4430.24,8.396435,10,3,0
3759.31,8.232257,13,5,0
4777.95,8.471976,4,1,0
3382.4,8.126636,23,4,0
900.24,6.803772,11,2,0
2011.49,7.607128,18,6,0
2783.2,7.931716,0,3,0
1066.29,6.972878,10,5,0
2124.05,7.661551,14,5,0
4455.19,8.402049,11,6,0
494.81,6.206193,14,5,0
2874.97,7.964145,19,1,0
2475.83,7.814735,7,1,0
440.58,6.090359,12,5,0
4391.75,8.387711,6,3,0
3474.57,8.153514,1,5,0
2240.57,7.714932,6,5,0
3437.91,8.14291,13,1,0
233.16,5.456005,21,4,0
4679.6,8.451182,18,2,0
461.84,6.137381,19,0,0
3965.55,8.285652,12,6,0
2087.7,7.644297,22,3,0
2206.33,7.699539,12,6,0
989.43,6.898139,4,5,0
2696.23,7.899981,1,2,0
2528.22,7.835666,2,5,0
2387.64,7.778479,7,1,0
1868.56,7.533458,17,1,0
3588.3,8.185712,10,1,0
2139.91,7.668986,9,4,0
838.37,6.732652,13,0,0
154.38,5.045874,11,2,0
3797.11,8.242259,0,6,0
4999.7,8.517333,13,3,0
4593.51,8.432617,13,4,0
635.16,6.45545,22,0,0
686.01,6.532349,21,2,0
4578.53,8.429352,21,2,0
752.77,6.625087,13,5,0
3062.23,8.027225,9,5,0
1205.65,7.095603,9,0,0
1148.05,7.046691,13,3,0
1511.15,7.321288,7,3,0
2084.37,7.642702,6,2,0
983.63,6.892266,7,6,0
1624.03,7.393282,14,4,0
1547.44,7.345003,15,3,0
3733.83,8.225458,22,0,0
2436.15,7.798585,16,4,0
2992.8,8.004299,19,4,0
1185.89,7.079092,14,4,0
2017.43,7.610075,4,1,0
271.77,5.608629,2,5,0
833.72,6.727096,18,0,0
4141.48,8.32905,1,4,0
1435.95,7.270278,10,0,0
4158.29,8.3331,18,4,0
4333.93,8.374461,19,3,0
1421.23,7.259981,19,6,1
2681.91,7.894657,17,6,0
4658.08,8.446573,22,2,0
1350.93,7.209288,22,6,0
4418.31,8.393739,9,4,0
4099.6,8.318889,1,4,0
4659.64,8.446908,8,2,0
4634.39,8.441476,23,6,0
4406.86,8.391145,0,3,0
3199.17,8.070959,11,6,0
1849.99,7.523476,9,2,0
772.34,6.650719,6,5,0
3650.99,8.203028,16,6,0
153.62,5.04097,13,2,0
2141.69,7.669817,22,1,0
3346.61,8.116002,7,5,0
2616.11,7.869826,9,0,0
3258.25,8.089252,4,5,0
2751.9,7.92041,4,4,0
2453.69,7.805756,4,6,0
3120.82,8.046171,7,6,0
2227.81,7.709223,0,0,0
4108.19,8.320981,9,2,0
1756.01,7.471369,23,0,0
3713.37,8.219964,4,4,0
2166.9,7.681514,21,2,0
3421.48,8.138121,20,6,0
2723.02,7.909864,5,3,0
3029.13,8.016361,3,5,0
3170.31,8.0619,11,2,0
619.85,6.43109,8,6,0
1261.07,7.140509,23,0,0
863.12,6.761712,10,1,0
1066.35,6.972934,22,6,0
399.66,5.993113,22,5,0
4760.25,8.468266,14,1,0
1059.78,6.96676,11,2,0
1331.37,7.194715,3,5,0
89.8,4.508659,23,6,0
4574.88,8.428554,17,6,0
668.31,6.506247,0,3,0
3267.42,8.092062,23,5,0
2535.9,7.838698,7,4,0
4792.97,8.475114,23,6,0
4008.94,8.296532,17,0,0
1289.9,7.163095,3,6,0
2743.28,7.917274,10,1,0
640.54,6.463872,9,2,0
3723.93,8.222803,18,4,0
990.8,6.899521,9,5,0
4468.41,8.405012,2,4,0
3662.91,8.206286,8,1,0
4382.73,8.385655,8,4,0
2863.46,7.960135,11,1,0
1898.09,7.54913,3,3,0
101.91,4.633855,3,5,0
2936.27,7.985236,20,4,0
576.06,6.357946,3,4,0
1269.38,7.147071,9,0,0
1390.69,7.238274,12,5,0
4552.43,8.423636,16,0,0
2695.24,7.899613,13,4,0
2168.18,7.682104,10,6,0
1008.29,6.917002,2,5,0
65.88,4.2029,8,6,0
4914.76,8.500202,2,0,0
3194.96,8.069643,4,3,0
2568.0,7.851272,20,6,0
2953.7,7.991152,22,1,0
2781.22,7.931004,1,1,0
227.34,5.430836,15,3,0
3588.02,8.185634,3,3,0
2166.33,7.681251,11,6,0
934.09,6.840643,5,3,0
553.54,6.318139,0,0,0
3389.51,8.128736,7,6,0
4200.75,8.343256,12,1,0
3918.35,8.273681,0,4,0
4370.21,8.382795,13,2,0
4306.75,8.368171,16,4,0
834.52,6.728054,4,2,0
1513.35,7.322742,20,1,0
4883.54,8.49383,22,2,0
3452.7,8.147201,3,5,0
3490.98,8.158224,18,1,0
435.32,6.078376,22,4,0
4968.1,8.510994,4,4,0
3747.8,8.229191,21,6,0
4270.38,8.359692,4,2,0
1792.94,7.49217,11,1,0
2399.39,7.783387,7,6,0
3826.87,8.250064,21,4,0
1428.12,7.264814,1,4,0
646.75,6.473505,2,2,0
2254.34,7.721056,23,1,0
2216.73,7.704239,5,1,0
1768.93,7.478695,23,2,0
2979.15,7.999729,15,6,0
4394.28,8.388287,20,0,0
4743.75,8.464794,22,5,0
3191.81,8.068657,11,4,0
4198.64,8.342754,13,5,0
4461.57,8.40348,14,5,0
4824.3,8.481628,17,4,0
280.64,5.64063,11,6,0
1102.02,7.005807,16,6,0
3846.95,8.255296,20,5,0
3690.47,8.21378,4,3,0
1864.09,7.531065,13,0,0
1284.77,7.159113,0,5,0
4755.12,8.467187,18,3,0
1962.89,7.582682,19,4,0
3160.13,8.058685,3,0,0
3738.58,8.226729,21,6,0
2460.46,7.80851,1,3,0
213.18,5.366817,8,2,0
3636.54,8.199063,5,2,0
2660.83,7.886769,8,1,0
442.7,6.095149,6,3,0
140.64,4.953289,5,2,0
3684.52,8.212167,17,2,0
4712.72,8.458233,5,3,0
4947.31,8.506801,5,6,0
2084.69,7.642855,4,4,0
2132.31,7.66543,6,2,0
876.79,6.777407,13,5,0
2427.11,7.794868,22,0,0
3006.0,8.008698,17,5,0
2096.44,7.648473,13,6,0
3964.25,8.285324,15,2,0
4600.4,8.434116,11,4,0
692.29,6.541448,17,2,0
2888.21,7.968738,1,3,0
3284.59,8.097302,16,1,0
302.65,5.715876,3,0,0
4852.53,8.487462,11,4,0
2461.66,7.808997,18,1,0
137.71,4.932385,17,2,0
1058.98,6.966005,6,3,0
1012.4,6.921066,8,2,0
3936.14,8.27821,15,6,0
1483.18,7.302618,23,2,0
2909.53,7.97609,23,0,0
280.52,5.640203,21,6,0
769.64,6.647221,21,0,0
1156.98,7.054432,10,5,0
3036.13,8.018668,16,6,0
1870.26,7.534367,11,3,0
333.64,5.813055,3,5,0
2588.85,7.859355,9,6,0
578.55,6.362252,12,1,0
647.27,6.474307,4,6,0
238.15,5.477091,0,3,0
3900.52,8.269121,5,6,0
2397.82,7.782732,22,4,0
4976.93,8.512769,15,4,0
922.64,6.828322,17,4,0
2408.31,7.787096,18,0,0
1217.05,7.105006,14,6,0
3145.86,8.05416,7,2,0
4757.35,8.467656,12,2,0
1645.81,7.406595,8,3,0
3941.75,8.279634,5,2,0
2162.05,7.679275,11,0,1
246.84,5.512783,22,5,0
2383.12,7.776585,7,3,0
1044.57,6.952317,1,6,0
3790.97,8.240641,18,3,0
699.73,6.552123,22,0,0
1670.09,7.421231,20,5,0
1039.85,6.947793,18,3,0
2690.81,7.897969,19,1,0
1786.42,7.488529,13,5,0
223.02,5.411735,12,4,0
2104.45,7.652284,10,0,0
3746.3,8.228791,4,0,0
2680.34,7.894072,10,1,0
3128.39,8.048593,15,6,0
3571.52,8.181027,10,2,0
2110.33,7.655073,0,2,0
3521.48,8.166921,11,5,0
4455.66,8.402155,0,5,0
1582.0,7.367077,5,3,0
2062.56,7.632188,19,1,0
965.7,6.873888,19,5,0
4221.03,8.348071,22,6,0
4603.89,8.434874,8,6,0
3853.89,8.257098,18,5,0
3089.29,8.03602,11,3,0
1700.99,7.439553,6,0,0
4991.82,8.515756,4,3,0
1722.27,7.451979,16,3,0
4788.32,8.474144,22,5,0
58.23,4.081428,0,3,0
2939.47,7.986325,23,6,0
4073.06,8.312395,13,1,0
1943.35,7.572683,12,5,0
4460.08,8.403146,0,1,0
4130.12,8.326304,5,0,0
3356.23,8.118872,19,6,0
2699.43,7.901166,4,0,0
4407.0,8.391176,6,1,0
500.53,6.217663,1,6,0
661.65,6.496247,10,5,0
1846.49,7.521583,11,3,0
2971.92,7.9973,0,0,0
4440.65,8.398781,23,0,0
1391.66,7.238971,4,4,0
3724.37,8.222921,14,1,0
267.31,5.592143,21,2,0
1165.2,7.061506,15,5,0
92.28,4.535606,1,6,1
1471.7,7.294853,1,3,0
1064.65,6.97134,9,0,0
2565.63,7.850349,14,5,0
389.67,5.967863,21,1,0
1080.78,6.986363,14,0,0
1286.11,7.160155,19,2,0
3442.3,8.144186,18,1,0
4308.56,8.368591,11,6,0
3848.78,8.255771,16,0,0
2515.18,7.830497,0,0,0
3197.84,8.070544,22,4,0
222.55,5.409635,11,5,0
4476.76,8.406878,22,1,0
1415.28,7.255789,10,5,0
4378.6,8.384713,11,1,0
2583.41,7.857253,14,3,0
1249.79,7.131531,8,4,0
4730.16,8.461926,16,4,0
2165.87,7.681039,8,1,0
1943.53,7.572776,16,6,0
685.81,6.532058,14,2,0
1217.68,7.105524,5,2,0
854.58,6.75178,17,6,0
28.03,3.36833,13,2,0
4428.16,8.395965,15,3,0
4644.64,8.443684,3,0,0
3778.19,8.237265,21,2,0
4030.23,8.301827,10,2,0
3323.22,8.10899,11,2,0
3546.58,8.174021,20,4,0
4679.19,8.451094,23,0,0
3391.79,8.129408,23,3,0
1090.42,6.995235,4,6,0
3242.3,8.084347,20,6,0
3096.15,8.038238,14,4,0
4473.94,8.406248,14,4,0
2102.86,7.651529,8,6,0
2519.68,7.832284,12,5,0
299.95,5.706944,6,1,0
3894.2,8.2675,15,1,0
196.76,5.287054,22,5,0
4395.06,8.388464,21,4,0
703.04,6.556835,5,4,0
2719.62,7.908615,14,6,0
2512.24,7.829328,13,0,0
2539.81,7.840238,6,4,0
3904.4,8.270115,5,6,0
824.77,6.716316,13,3,0
1784.98,7.487723,17,6,0
3290.43,8.099077,14,0,0
1750.39,7.468165,23,4,0
2447.33,7.803161,21,4,0
2347.67,7.761604,7,0,0
1962.58,7.582525,9,2,0
635.87,6.456566,7,3,0
4558.64,8.424999,3,5,0
2657.4,7.88548,12,3,0
47.99,3.891616,1,2,0
2403.35,7.785035,11,3,0
4911.4,8.499518,17,0,0
4040.32,8.304327,22,5,0
1627.71,7.395544,13,2,0
1694.39,7.435668,14,3,0
1408.44,7.250948,1,5,0
1859.77,7.528746,23,3,0
1209.42,7.098723,15,2,0
2497.59,7.823482,6,3,0
3491.7,8.15843,8,0,0
3090.54,8.036425,22,1,0
4224.66,8.348931,4,1,0
564.06,6.336932,7,6,0
4518.49,8.416154,21,0,0
2841.5,7.952439,7,6,0
213.15,5.366677,16,4,0
270.16,5.602709,23,6,0
3662.9,8.206283,21,6,0
1954.33,7.578314,9,6,0
1230.29,7.115818,23,4,0
41.68,3.75373,7,4,0
4302.38,8.367156,9,4,0
4360.25,8.380514,1,4,0
1423.73,7.261738,1,5,0
2263.3,7.725021,1,2,0
3970.22,8.286829,7,6,0
4658.57,8.446678,12,5,0
3414.94,8.136208,23,6,0
3216.83,8.076462,2,0,0
2769.99,7.92696,19,5,0
4908.86,8.499001,14,5,0
4718.96,8.459556,12,2,0
1421.77,7.260361,14,5,0
2724.17,7.910286,10,4,0
3702.59,8.217058,17,5,0
3781.52,8.238146,4,6,0
4113.69,8.322319,5,6,0
4614.35,8.437143,2,0,0
3381.09,8.126249,5,6,0
1107.26,7.010546,3,4,0
4461.49,8.403462,4,4,0
2377.78,7.774343,1,4,0
2417.6,7.790944,15,6,0
4106.83,8.32065,6,6,0
1012.8,6.921461,12,3,0
3761.08,8.232727,23,2,0
769.87,6.64752,22,3,0
4198.64,8.342754,23,0,0
207.57,5.340275,17,2,0
4904.57,8.498127,7,5,0
902.84,6.806652,9,6,0
4992.02,8.515796,14,2,0
4228.82,8.349915,7,0,0
671.46,6.510943,18,6,0
4652.57,8.44539,16,5,0
4142.86,8.329383,20,3,0
4930.29,8.503356,10,3,0
4072.78,8.312327,20,0,0
1869.88,7.534164,13,4,0
1470.31,7.293908,0,2,0
1140.33,7.03995,1,5,0
809.67,6.697861,21,6,0
2701.44,7.90191,19,3,0
3429.17,8.140365,11,5,0
3722.32,8.222371,0,6,0
3785.79,8.239274,5,5,0
1193.06,7.085115,20,6,0
4674.92,8.450181,8,1,1
2085.28,7.643138,14,3,0
39.49,3.701055,1,1,0
3726.4,8.223466,22,0,0
3974.64,8.287941,17,1,0
4086.86,8.315777,7,5,0
3646.52,8.201803,12,3,0
4284.27,8.362939,22,1,0
445.94,6.102424,13,5,0
359.43,5.887298,6,0,0
2315.3,7.747726,13,5,0
4481.69,8.407979,0,6,0
2615.45,7.869574,8,1,0
3587.43,8.18547,10,5,0
4485.89,8.408915,6,0,0
1413.0,7.254178,2,2,0
3300.39,8.102099,18,4,0
2227.06,7.708887,11,3,0
1678.19,7.426067,7,1,0
2652.4,7.883597,13,5,0
232.56,5.453439,11,1,0
4811.46,8.478964,18,1,0
2454.95,7.806269,11,5,0
2460.23,7.808417,7,6,0
4588.63,8.431555,17,5,0
1870.23,7.534351,20,0,0
1089.72,6.994593,1,2,0
1828.6,7.511853,13,3,0
1253.66,7.13462,16,6,0
2613.72,7.868912,21,0,0
4108.83,8.321137,6,3,0
3407.56,8.134045,8,1,0
1469.87,7.293609,14,1,0
738.83,6.60642,3,5,0
1133.99,7.034379,11,2,0
1414.63,7.25533,8,4,0
814.55,6.703863,20,4,0
108.36,4.694645,13,0,0
1434.93,7.269568,16,4,0
1520.34,7.327347,8,3,0
396.59,5.985421,18,3,0
2224.02,7.707521,16,4,0
1532.81,7.33551,0,3,0
3587.39,8.185459,19,0,0
284.95,5.655817,15,6,0
2979.91,7.999984,10,0,0
88.77,4.497251,8,0,0
599.67,6.398046,6,0,0
3056.56,8.025372,22,0,0
1379.57,7.230252,10,2,0
2566.53,7.8507,21,0,0
4812.72,8.479225,2,3,0
3314.32,8.106309,2,5,0
2476.88,7.815159,21,6,0
1978.52,7.59061,4,5,0
2446.29,7.802737,18,4,0
2462.99,7.809537,4,0,0
1336.21,7.198341,23,6,0
2694.13,7.899202,10,4,0
579.66,6.364165,15,5,0
1107.05,7.010357,21,3,0
3720.61,8.221912,1,6,0
237.23,5.473237,4,6,0
3539.12,8.171916,14,2,0
3479.65,8.154974,22,6,0
3637.66,8.199371,23,1,0
309.01,5.736605,0,4,0
2165.3,7.680776,0,4,0
1563.86,7.355552,13,3,0
4625.18,8.439487,18,6,0
3633.3,8.198172,2,6,0
2431.04,7.796486,8,1,0
4679.05,8.451064,4,5,0
3493.55,8.15896,1,3,1
2163.69,7.680032,15,4,0
168.78,5.134503,2,3,0
4367.21,8.382109,4,4,0
1507.1,7.318606,10,5,0
3283.02,8.096824,21,0,0
1534.96,7.336911,20,0,0
1444.82,7.276432,10,1,0
476.63,6.168836,9,1,0
3690.7,8.213842,1,5,0
2134.94,7.666662,18,1,0
733.55,6.599258,15,2,0
2836.89,7.950816,7,6,0
1279.99,7.155388,11,5,0
772.52,6.650952,3,2,0
827.58,6.719713,3,5,0
1523.99,7.329743,4,0,0
3699.17,8.216134,20,1,0
151.4,5.026509,18,6,0
1144.83,7.043885,20,6,0
4684.49,8.452226,7,4,0
1288.1,7.1617,12,2,0
891.09,6.793567,14,5,0
3915.22,8.272882,17,4,0
1557.83,7.351691,7,4,0
1253.68,7.134636,11,0,0
2926.11,7.981771,9,0,0
2561.04,7.848559,21,0,0
4683.19,8.451948,23,1,0
3784.63,8.238968,6,1,0
371.73,5.920854,8,2,0
915.61,6.820682,10,0,0
3375.25,8.124521,2,3,0
2244.74,7.71679,6,1,0
4644.07,8.443562,15,5,0
2001.11,7.601957,3,2,0
2674.53,7.891903,21,3,0
49.99,3.93163,15,4,0
3698.28,8.215893,8,5,0
1208.67,7.098103,4,1,0
1516.49,7.324813,13,2,0
1021.17,6.929683,10,4,0
3550.31,8.175072,12,4,0
3294.52,8.100319,15,4,0
411.53,6.022309,9,2,0
2172.16,7.683938,23,5,0
3451.15,8.146753,9,2,0
2492.56,7.821467,14,3,0
4893.7,8.495908,9,1,0
4909.52,8.499135,23,1,0
3770.11,8.235125,17,3,0
1474.83,7.296976,7,4,0
2371.48,7.771691,23,1,0
2064.88,7.633312,4,1,0
1096.83,7.001091,8,0,0
3364.13,8.121222,4,4,0
2906.12,7.974918,4,1,0
3065.59,8.028321,21,2,0
3935.99,8.278172,14,0,0
448.63,6.108425,15,0,0
3191.82,8.06866,20,5,0
903.24,6.807095,4,4,1
1385.73,7.234704,19,1,0
3318.35,8.107524,16,5,0
18.75,2.983153,23,0,0
3885.28,8.265208,18,4,0
2369.88,7.771016,22,5,0
1771.03,7.479881,10,6,0
2765.97,7.925508,4,2,0
210.33,5.353421,10,6,0
3734.75,8.225704,23,6,0
1310.0,7.178545,6,6,0
2448.84,7.803778,4,3,0
3363.09,8.120913,2,5,0
686.98,6.53376,19,4,0
322.51,5.77923,19,5,0
1838.94,7.517488,23,6,0
1368.22,7.221997,19,6,0
253.63,5.539812,0,2,0
3155.9,8.057346,14,1,0
1657.46,7.413645,18,1,0
2112.2,7.655959,5,1,0
795.04,6.679649,12,4,0
2857.45,7.958035,7,6,0
4957.94,8.508947,2,2,0
3477.02,8.154218,20,1,0
3890.52,8.266555,0,2,0
393.69,5.978101,2,4,0
3622.06,8.195074,20,3,0
3798.15,8.242533,2,6,0
2576.44,7.854552,8,3,0
3229.05,8.080253,12,5,0
3735.58,8.225926,5,1,0
543.36,6.299611,12,5,0
1157.04,7.054484,8,2,0
4169.94,8.335897,23,5,0
3989.81,8.291749,23,0,0
3300.41,8.102105,12,5,0
2628.87,7.87469,3,1,0
603.36,6.40417,10,2,0
3433.38,8.141592,11,2,0
548.32,6.308681,17,4,0
4171.1,8.336175,1,4,0
470.31,6.155516,9,6,0
2879.87,7.965848,2,6,0
2700.51,7.901566,2,1,0
1974.3,7.588476,18,5,0
3160.18,8.058701,21,4,0
1205.02,7.095081,1,5,0
2570.64,7.852299,6,5,0
3137.11,8.051376,7,6,0
4699.99,8.455528,21,0,0
2426.93,7.794794,0,6,0
3401.41,8.132239,14,1,0
176.32,5.177956,22,6,0
3131.23,8.0495,19,3,0
3978.44,8.288896,9,6,0
1279.52,7.155022,4,3,0
400.96,5.996353,17,1,0
268.84,5.597829,4,0,0
2055.13,7.628581,11,1,0
3904.59,8.270164,11,2,0
2277.79,7.7314,20,5,0
4970.52,8.511481,7,2,0
1132.82,7.033348,5,2,0
4553.76,8.423928,10,6,0
1910.46,7.555623,21,1,0
1569.27,7.359003,15,0,0
1474.52,7.296766,21,5,0
1844.52,7.520516,12,2,0
2425.72,7.794296,14,6,0
1570.11,7.359538,7,3,0
3415.34,8.136325,10,0,0
1621.52,7.391736,16,3,0
4239.19,8.352363,12,0,0
3034.36,8.018085,5,1,0
4309.35,8.368774,23,1,0
2509.97,7.828424,22,4,0
308.52,5.735023,18,2,0
1610.3,7.384797,15,4,0
2810.45,7.941456,4,5,0
3853.8,8.257074,18,6,0
2366.45,7.769569,15,2,0
3126.14,8.047874,3,6,0
85.2,4.45667,13,3,0
1770.6,7.479638,4,2,0
3889.57,8.266311,10,2,0
3015.71,8.011922,23,3,0
640.71,6.464136,3,4,0
4466.29,8.404537,16,4,0
603.79,6.404881,17,4,0
3455.12,8.147902,7,3,0
3658.07,8.204964,14,2,0
3985.21,8.290596,10,5,0
3914.87,8.272793,14,5,0
2901.77,7.973421,11,5,0
2253.98,7.720896,22,0,0
4025.74,8.300712,11,5,0
3757.23,8.231703,8,0,0
4129.28,8.3261,17,5,0
2487.83,7.819568,19,6,0
1567.96,7.358168,0,1,0
2604.99,7.865568,4,5,0
3434.41,8.141892,17,6,0
1201.43,7.0921,7,5,0
2408.45,7.787154,3,2,0
1071.75,6.977981,14,4,0
372.82,5.923774,1,3,0
365.94,5.905198,8,2,0
2533.16,7.837618,22,6,0
3115.81,8.044565,1,1,0
824.81,6.716365,2,0,0
928.51,6.834658,9,5,0
4775.22,8.471405,21,4,0
318.71,5.767414,8,6,0
2042.55,7.622444,8,0,0
3039.89,8.019906,13,6,0
688.61,6.536126,0,2,0
4371.73,8.383143,7,1,0
3833.84,8.251883,3,4,0
3165.25,8.060303,7,2,0
2533.68,7.837823,8,0,0
675.9,6.517524,21,2,0
1739.51,7.461933,9,1,0
1970.85,7.586727,11,3,0
4536.64,8.420162,9,5,0
794.16,6.678543,2,4,0
3224.02,8.078694,5,1,0
4783.88,8.473216,4,1,0
1826.58,7.510748,16,6,0
3529.3,8.169138,20,1,0
2683.56,7.895272,5,3,0
680.26,6.523944,17,6,0
431.2,6.068888,14,1,0
1403.1,7.247152,9,0,0
2733.79,7.91381,5,4,0
2998.82,8.006308,2,4,0
961.32,6.869347,1,2,0
2127.02,7.662947,11,4,0
3027.07,8.015681,2,6,0
2932.39,7.983914,4,4,0
2811.09,7.941683,6,3,0
4789.35,8.474359,0,5,0
4369.32,8.382592,21,0,0
2598.48,7.863067,0,2,0
2599.47,7.863447,3,6,0
4303.65,8.367451,19,4,0
3205.82,8.073035,2,1,0
393.21,5.976884,19,1,0
2340.42,7.758513,13,2,0
1.54,0.932164,3,3,0
106.06,4.673389,16,6,0
1335.76,7.198004,9,4,0
1444.41,7.276148,17,0,0
1181.02,7.07498,23,2,0
659.01,6.492255,18,1,0
3097.58,8.038699,0,4,0
2177.99,7.686617,5,2,0
4837.1,8.484277,13,0,0
2781.51,7.931109,6,1,0
923.23,6.828961,17,2,0
3183.61,8.066085,8,3,0
3352.51,8.117763,12,4,0
4498.78,8.411784,17,6,0
2785.64,7.932592,22,2,0
1163.78,7.060288,10,5,0
3966.52,8.285896,23,5,0
510.94,6.238207,14,6,0
3649.16,8.202526,17,3,0
4512.39,8.414804,20,1,0
